radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,645,1,260,11113,0,28.770655,-13.029903,31795,1998,1,1419603677,1513566452,0
GSM,645,1,250,11152,0,28.275491,-12.88296,28823,72,1,1419608823,1511089896,0
UMTS,645,2,103,65883,0,28.294876,-15.412308,1000,5,1,1419615027,1485627933,0
UMTS,645,2,103,67233,0,28.29443,-15.405235,1000,8,1,1419615027,1489675949,0
UMTS,645,2,103,125719,0,28.279839,-15.385323,1000,8,1,1419615027,1419654120,0
UMTS,645,2,103,67373,0,28.278208,-15.377855,1000,16,1,1419615027,1444094283,0
UMTS,645,2,103,105848,0,28.275414,-15.337875,7756,35,1,1419615028,1442247716,0
UMTS,645,2,103,115562,0,28.274501,-15.318063,6460,44,1,1419615028,1442247716,0
UMTS,645,2,103,125835,0,28.275833,-15.329099,1000,21,1,1419571894,1419571894,0
UMTS,645,2,103,105844,0,28.269097,-15.287051,3848,21,1,1419572233,1419572233,0
UMTS,645,2,103,105836,0,28.266373,-15.290909,9267,9,1,1419615028,1475849943,0
UMTS,645,2,103,65985,0,28.263104,-15.261492,5264,171,1,1419615028,1427450983,0
UMTS,645,2,103,65983,0,28.261368,-15.254791,1000,10,1,1419615028,1419652702,0
UMTS,645,2,103,65984,0,28.269898,-15.277555,19865,839,1,1419615028,1433157567,0
UMTS,645,2,103,68234,0,28.30101,-15.411758,1000,6,1,1419615027,1486537788,0
UMTS,645,2,103,105706,0,28.279343,-15.392838,1000,9,1,1419615027,1478766026,0
UMTS,645,2,103,67375,0,28.279397,-15.382429,1000,14,1,1419615027,1436886626,0
UMTS,645,2,103,68663,0,28.276749,-15.361211,2320,26,1,1419615027,1472647148,0
UMTS,645,2,103,68235,0,28.297348,-15.411587,1000,8,1,1419615027,1444904700,0
UMTS,645,2,103,67243,0,28.279648,-15.392583,1000,27,1,1419615027,1480554210,0
UMTS,645,2,103,125607,0,28.275375366211,-15.32112121582,1000,1,1,1419571894,1419571894,0
UMTS,645,2,103,68554,0,28.279495,-15.402894,1000,11,1,1419615027,1433724429,0
UMTS,645,2,103,68533,0,28.270927,-15.295923,17318,63,1,1419618031,1460242324,0
UMTS,645,2,103,66484,0,28.113589,-14.923872,27805,600,1,1419618031,1440669924,0
UMTS,645,2,103,65844,0,28.265697,-14.987346,1000,21,1,1419574381,1419574381,0
GSM,645,2,11106,1973,0,28.291321,-14.889262,25482,210,1,1419618032,1526975537,0
UMTS,645,2,103,68163,0,28.235549926758,-15.142593383789,1000,1,1,1419573205,1419573205,0
GSM,645,2,11106,301,0,28.306178,-14.959178,22657,7,1,1419618032,1483685635,0
GSM,645,2,11106,302,0,28.276474,-14.972855,5762,5,1,1419618032,1479883582,0
GSM,645,1,11106,1973,0,28.289108,-14.892654,1000,12,1,1419575335,1419575335,0
GSM,645,1,11106,2501,0,28.311425,-14.87566,6402,8,1,1419621669,1419650046,0
GSM,645,1,10141,12212,0,25.859756,-13.102341,1649,3,1,1419646075,1482553901,0
GSM,645,3,10141,12213,0,25.871017,-13.103531,1000,5,1,1419646932,1487910890,0
GSM,645,1,300,8681,0,28.164294,-15.774613,23806,146,1,1419650731,1549191901,0
GSM,645,1,700,11024,0,28.512591,-14.355723,12727,171,1,1419656740,1435543442,0
GSM,645,1,700,11025,0,28.488987,-14.391053,55256,402,1,1419658580,1435543741,0
GSM,645,1,700,11026,0,28.475024,-14.398009,57420,72,1,1419659439,1435211065,0
GSM,645,1,623,11311,0,23.154669,-15.257258,19216,400,1,1419664912,1460778145,0
GSM,645,1,623,11312,0,23.205585,-15.274512,47003,42,1,1419665086,1460328923,0
GSM,645,1,623,11313,0,23.14675,-15.257558,8102,441,1,1419665086,1460775523,0
GSM,645,1,623,21383,0,23.134804,-15.276489,1000,4,1,1419667174,1457067620,0
GSM,645,2,10120,10503,0,23.211365,-15.250397,1000,2,1,1419669017,1449913536,0
GSM,645,2,10120,10052,0,23.182437,-15.269074,4494,20,1,1419669017,1527547575,0
GSM,645,2,120,217,0,28.254776000977,-15.402145385742,1000,1,1,1419653240,1419653240,0
GSM,645,2,10120,10501,0,23.394242,-15.206681,1722,3,1,1419673805,1460779056,0
UMTS,645,2,103,68534,0,28.276337,-15.334442,1000,20,1,1419675198,1427450874,0
UMTS,645,2,103,67203,0,28.276749,-15.344315,1000,9,1,1419653185,1419653185,0
UMTS,645,2,103,68563,0,28.27565,-15.347351,1000,10,1,1419675198,1472647148,0
UMTS,645,2,103,67205,0,28.276749,-15.354218,1000,10,1,1419675198,1440069686,0
UMTS,645,2,103,68233,0,28.301967,-15.404393,1000,11,1,1419675198,1489675949,0
UMTS,645,2,103,68224,0,28.305283,-15.411301,1000,9,1,1419675198,1453538907,0
GSM,645,2,10109,171,0,28.28832,-15.404496,2778,2000,1,1419675198,1549933097,0
UMTS,645,2,103,105805,0,28.297897,-15.404892,1000,5,1,1419675198,1480554210,0
UMTS,645,2,103,65724,0,28.242416381836,-14.88166809082,1000,2,1,1419603346,1419603346,0
GSM,645,1,11106,191,0,28.261191,-14.993824,8068,3,1,1419675199,1462248422,0
UMTS,645,1,1009,95548,0,28.325729,-15.422058,1406,12,1,1419675222,1468434521,0
UMTS,645,1,1008,95601,0,28.296146,-15.411415,2176,16,1,1419675222,1492421541,0
UMTS,645,1,1008,103942,0,28.295351,-15.406016,1000,33,1,1419675222,1492421577,0
UMTS,645,1,1008,95600,0,28.29078,-15.406803,1000,23,1,1419675222,1420446937,0
UMTS,645,1,1008,103580,0,28.287649,-15.408669,1000,16,1,1419675222,1489890153,0
UMTS,645,1,1008,96361,0,28.28525,-15.407442,1000,21,1,1419675222,1450874499,0
UMTS,645,1,1008,95620,0,28.281784,-15.404282,2388,36,1,1419675222,1492421618,0
UMTS,645,1,1008,96362,0,28.27937,-15.405267,1000,11,1,1419675222,1457081554,0
UMTS,645,1,1008,96360,0,28.278621,-15.402645,1000,22,1,1419675222,1484373205,0
UMTS,645,1,1008,104700,0,28.279495,-15.392099,1000,19,1,1419675222,1428758588,0
UMTS,645,1,1008,103619,0,28.277664,-15.374222,1000,6,1,1419675222,1444096650,0
UMTS,645,1,1008,96010,0,28.27773,-15.375268,1000,7,1,1419654039,1419654039,0
UMTS,645,1,1008,103622,0,28.277588,-15.37468,1000,18,1,1419675222,1477472591,0
UMTS,645,1,1008,96007,0,28.276879,-15.374091,1000,21,1,1419675222,1444096650,0
UMTS,645,1,3109,169095,0,28.274501,-15.316252,1156,22,1,1419675222,1444096650,0
UMTS,645,1,3109,162023,0,28.274612,-15.313217,1000,45,1,1419675222,1432432338,0
UMTS,645,1,3109,170765,0,28.27173,-15.295578,1186,55,1,1419675222,1420448847,0
UMTS,645,1,3109,169093,0,28.257063,-15.236288,9894,327,1,1419675222,1476179778,0
UMTS,645,1,1008,95891,0,28.279444,-15.390193,1000,27,1,1419675222,1490851174,0
UMTS,645,1,1008,104702,0,28.279221,-15.398094,1000,20,1,1419675222,1453086919,0
UMTS,645,1,1008,103621,0,28.279495,-15.393906,1000,4,1,1419654228,1419654228,0
UMTS,645,1,1008,103612,0,28.281326,-15.391159,1283,9,1,1419675222,1490669822,0
UMTS,645,1,1008,96011,0,28.278809,-15.378737,1000,22,1,1419675222,1457081642,0
UMTS,645,1,1008,104852,0,28.279495,-15.381296,1000,11,1,1419675419,1444096650,0
UMTS,645,1,1008,103618,0,28.279495,-15.389786,1222,3,1,1419675419,1457081554,0
UMTS,645,1,1008,104697,0,28.279221,-15.39473,1000,5,1,1419675419,1444806074,0
UMTS,645,1,1008,96359,0,28.279495,-15.406265,1000,9,1,1419675419,1481100994,0
UMTS,645,1,1008,95617,0,28.284439,-15.407181,1000,15,1,1419675419,1481774573,0
UMTS,645,1,1008,106269,0,28.289893,-15.406658,1000,14,1,1419675419,1492450525,0
UMTS,645,1,1008,106267,0,28.294296,-15.406265,1000,9,1,1419675419,1492421541,0
UMTS,645,1,1008,103939,0,28.29881,-15.403474,1000,31,1,1419675419,1492421618,0
UMTS,645,1,1008,106257,0,28.297348,-15.404892,1000,4,1,1419675419,1474784383,0
UMTS,645,1,1008,103938,0,28.300469,-15.404018,1000,11,1,1419675419,1492421541,0
UMTS,645,1,1008,103848,0,28.305392,-15.401949,1000,7,1,1419675419,1483575120,0
UMTS,645,1,1008,104669,0,28.306732,-15.400772,1000,6,1,1419675419,1444177308,0
UMTS,645,1,1008,104668,0,28.308209,-15.407514,1273,11,1,1419675419,1453538872,0
UMTS,645,1,1008,95949,0,28.304215,-15.410091,1268,14,1,1419675419,1451874168,0
UMTS,645,1,1008,106279,0,28.306412,-15.409561,1000,5,1,1419675419,1444096581,0
UMTS,645,1,1008,95572,0,28.316405,-15.414956,1935,122,1,1419675419,1481032475,0
UMTS,645,1,1008,95570,0,28.310185,-15.415341,1000,23,1,1419675419,1481258465,0
UMTS,645,1,1008,106268,0,28.299408,-15.405808,1000,6,1,1419675419,1444313595,0
UMTS,645,1,1008,95597,0,28.293228,-15.406952,1000,4,1,1419675419,1490698564,0
UMTS,645,2,3108,164114,0,28.211554,-15.021455,3247,19,1,1419574078,1419574078,0
GSM,645,2,11106,185,0,28.285391,-14.884966,31097,10,1,1419675420,1449729583,0
GSM,645,3,10001,32353,0,28.222543,-15.018751,25437,169,1,1419675420,1548396264,0
GSM,645,1,105,1973,0,28.300094604492,-14.873428344727,1000,1,1,1419575498,1419575498,0
UMTS,645,2,103,65564,0,28.316574,-14.870224,1000,3,1,1419592548,1419592548,0
UMTS,645,1,1008,96357,0,28.279201,-15.403126,1000,14,1,1419675419,1457081554,0
UMTS,645,1,1008,104762,0,28.326874,-15.424118,1000,4,1,1419675419,1420446531,0
UMTS,645,1,3108,170643,0,28.234437,-15.147182,8016,126,1,1419675428,1457081554,0
UMTS,645,1,3108,170765,0,28.267283,-15.278206,3175,140,1,1419675429,1483063155,0
UMTS,645,1,3108,170764,0,28.265656,-15.272634,3670,13,1,1419675429,1420449074,0
UMTS,645,1,1008,104849,0,28.279037,-15.377884,1000,3,1,1419675429,1444096650,0
UMTS,645,1,1008,103792,0,28.278121948242,-15.376052856445,1000,2,1,1419675429,1444096650,0
GSM,645,1,700,2501,0,28.289108276367,-14.895401000977,1000,1,1,1419593289,1419593289,0
UMTS,645,1,3109,162025,0,28.276749,-15.352249,1000,3,1,1419675429,1435515931,0
UMTS,645,1,1009,96067,0,28.282242,-15.352707,1000,2,1,1419675429,1429499008,0
UMTS,645,1,3108,170863,0,28.274002075195,-15.306015014648,1000,2,1,1419652936,1419652936,0
UMTS,645,1,3108,164903,0,28.208084106445,-15.061569213867,1000,2,1,1419573590,1419573590,0
GSM,645,3,10001,31752,0,28.182619,-15.021196,15447,323,1,1419681730,1527564130,0
GSM,645,3,10005,64123,0,28.281092,-15.367822,4326,376,1,1419681730,1549760538,0
GSM,645,3,10003,63841,0,28.281843,-15.367947,3620,573,1,1419681730,1549512803,0
GSM,645,3,10003,32571,0,28.281466,-15.379092,5986,1143,1,1419681730,1550052552,0
GSM,645,3,10003,31722,0,28.274853,-15.374461,3245,373,1,1419681730,1549970884,0
GSM,645,3,10008,63133,0,28.344643,-15.421592,1973,354,1,1419684140,1548918630,0
GSM,645,3,10008,62741,0,28.331914,-15.408764,47612,1622,1,1419684140,1549939997,0
GSM,645,1,240,11461,0,27.827427,-12.349615,20637,224,1,1419686326,1534231144,0
GSM,645,2,130,439,0,28.254776000977,-15.402145385742,1000,1,1,1419674932,1419674932,0
GSM,645,1,105,10676,0,28.090489,-14.932963,27543,1022,1,1419740260,1494997382,0
GSM,645,1,105,10674,0,28.087124,-14.92542,25631,1542,1,1419740260,1494997372,0
UMTS,645,1,3108,163405,0,28.043109,-16.12636,19838,242,1,1419754413,1419934751,0
UMTS,645,1,3108,163403,0,28.072707,-16.037213,23997,364,1,1419754413,1448184905,0
GSM,645,1,105,10675,0,28.163305,-14.999491,43047,2000,1,1419755093,1494997071,0
GSM,645,1,123,9317,0,28.277008,-15.376436,3740,500,1,1419758525,1502513432,0
UMTS,645,1,3108,170835,0,28.212454,-15.807141,1000,11,1,1419757481,1419757481,0
UMTS,645,1,3108,170834,0,28.209629,-15.80349,2273,8,1,1419781961,1483196785,0
UMTS,645,1,3108,169367,0,28.183434,-15.746567,2109,40,1,1419781962,1482660994,0
UMTS,645,1,3108,169366,0,28.195953,-15.734711,1000,6,1,1419758054,1419758054,0
UMTS,645,1,3108,182204,0,28.124116,-15.945384,11109,7,1,1419781963,1434078647,0
UMTS,645,1,3109,172083,0,28.256912,-15.521317,1328,18,1,1419781963,1479514021,0
UMTS,645,1,3109,167145,0,28.29299,-15.51943,1009,52,1,1419781963,1443757700,0
UMTS,645,1,3109,167143,0,28.300909,-15.511195,8262,27,1,1419781963,1483196703,0
UMTS,645,1,1009,103642,0,28.32756,-15.442429,1000,3,1,1419781964,1434071799,0
UMTS,645,1,3109,169085,0,28.256607,-15.538101,1638,3,1,1419781963,1491752330,0
UMTS,645,1,1009,103640,0,28.328018,-15.441055,1000,3,1,1419781964,1464753013,0
UMTS,645,1,1009,105051,0,28.320351,-15.423775,1746,4,1,1419781964,1479812650,0
UMTS,645,2,103,68143,0,28.328902,-15.459281,1930,43,1,1419781990,1437822966,0
UMTS,645,2,103,66294,0,28.331451,-15.474873,3614,72,1,1419781990,1441964868,0
UMTS,645,2,103,66924,0,28.333054,-15.481949,3103,9,1,1419781990,1450180702,0
GSM,645,2,11102,106,0,28.180719,-15.822722,38981,33,1,1419781991,1452059856,0
GSM,645,2,11102,2473,0,28.220442,-15.861523,46744,282,1,1419781991,1452059856,0
GSM,645,2,11102,702,0,28.129424,-15.946586,58755,38,1,1419781991,1449573096,0
GSM,645,2,11102,2092,0,27.873399,-15.983664,76326,558,1,1419781991,1449571693,0
GSM,645,2,11102,1942,0,27.939076,-15.977391,22819,311,1,1419781991,1449541910,0
GSM,645,2,11102,3293,0,27.868128,-15.912046,54193,45,1,1419781991,1536654698,0
GSM,645,2,11102,2323,0,27.915025,-15.983551,20536,36,1,1419781991,1450328050,0
GSM,645,2,11102,2022,0,27.844992,-16.016431,81175,291,1,1419781992,1450399677,0
UMTS,645,2,103,67633,0,27.810252,-15.915155,75557,377,1,1419781992,1436019424,0
GSM,645,2,11102,3342,0,27.884467,-16.069631,83327,363,1,1419781992,1450402506,0
GSM,645,2,11102,3341,0,27.845242,-16.078989,86624,279,1,1419781992,1448856598,0
UMTS,645,2,103,68514,0,28.327729,-15.442251,2010,49,1,1419781989,1436173474,0
UMTS,645,2,103,67322,0,28.32756,-15.452682,1000,10,1,1419781990,1450001273,0
UMTS,645,2,103,68145,0,28.329849,-15.464172,2481,18,1,1419781990,1435901251,0
UMTS,645,2,103,66293,0,28.322616,-15.462021,1329,5,1,1419781990,1475120239,0
UMTS,645,2,103,69115,0,28.169094,-15.846138,46808,7,1,1419781991,1435915461,0
GSM,645,3,11102,962,0,28.166199,-15.925369,1000,2,1,1419668664,1419668664,0
GSM,645,2,11102,2772,0,28.192836,-15.814808,12785,59,1,1419781991,1452057403,0
GSM,645,2,11108,2663,0,28.383516,-15.946808,35486,83,1,1419781991,1450405745,0
GSM,645,3,11102,1942,0,27.904586791992,-15.987167358398,1000,1,1,1419670197,1419670197,0
UMTS,645,2,103,67194,0,28.188685,-15.875416,24696,8,1,1419781991,1438775591,0
UMTS,645,2,103,67883,0,28.188858032227,-15.907516479492,1000,1,1,1419668471,1419668471,0
UMTS,645,2,103,67864,0,28.187484741211,-15.908889770508,1000,1,1,1419668478,1419668478,0
UMTS,645,2,103,67564,0,27.828628,-15.922235,74669,94,1,1419781992,1436008172,0
GSM,645,1,11102,1593,0,27.883634,-15.984146,1596,35,1,1419754718,1419754718,0
GSM,645,2,11102,3153,0,27.887163,-15.97269,9397,57,1,1419782000,1450328050,0
GSM,645,2,11102,2472,0,28.226622,-15.817723,41866,62,1,1419782002,1452057403,0
GSM,645,2,11102,2471,0,28.186689,-15.779873,1800,19,1,1419782002,1450839302,0
GSM,645,2,11102,1183,0,28.156329,-15.744608,40769,44,1,1419782002,1451897888,0
GSM,645,2,11102,1453,0,28.098394,-15.640418,44892,40,1,1419782000,1489387013,0
UMTS,645,2,103,67484,0,27.917651,-15.899556,16272,198,1,1419782000,1434084258,0
GSM,645,1,11102,2022,0,27.862016,-15.998612,4189,3,1,1419782000,1436007521,0
UMTS,645,2,103,68144,0,28.330765,-15.45845,1000,3,1,1419782003,1455190963,0
GSM,645,2,11108,1532,0,28.332494,-15.44965,2531,276,1,1419782003,1548277287,0
GSM,645,2,11108,113,0,28.313746,-15.928398,34377,50,1,1419782003,1450403063,0
GSM,645,2,11108,1053,0,28.258357,-15.540821,62875,508,1,1419782003,1549596741,0
UMTS,645,2,103,67319,0,28.327655,-15.452484,1169,29,1,1419782003,1476186339,0
GSM,645,2,11108,802,0,28.325872,-15.443627,1435,132,1,1419782003,1548640224,0
UMTS,645,2,103,66454,0,28.188858032227,-15.907516479492,1000,2,1,1419756235,1419756235,0
GSM,645,2,11108,2601,0,28.323736,-15.445208,5193,269,1,1419782003,1549017584,0
GSM,645,2,150,4844,0,28.254776000977,-15.402145385742,1000,1,1,1419820165,1419820165,0
GSM,645,2,10109,2411,0,28.256414,-15.401048,1713,2000,1,1419842014,1550051054,0
GSM,645,1,250,11153,0,28.263738,-12.877904,5697,20,1,1419843125,1514701697,0
GSM,645,1,925,29313,0,29.526451,-11.378182,84107,208,1,1419844482,1491459182,0
GSM,645,1,925,6102,0,29.200677,-10.531664,82399,65,1,1419845839,1507419322,0
GSM,645,2,130,9298,0,28.254776000977,-15.402145385742,1000,1,1,1419881224,1419881224,0
GSM,645,1,105,10666,0,28.181315,-15.017087,21475,2000,1,1419917271,1494995731,0
GSM,645,1,105,10664,0,28.206424,-15.024961,23967,2000,1,1419920226,1494995722,0
GSM,645,1,10109,2411,0,28.256436,-15.402848,1000,8,1,1419920350,1514172235,0
GSM,645,1,10109,333,0,28.256491,-15.402692,1000,5,1,1419920350,1514172235,0
GSM,645,1,105,10665,0,28.21525,-15.043749,36011,1911,1,1419920404,1494995731,0
GSM,645,3,10003,63111,0,28.327122,-15.444492,1881,159,1,1419934580,1549515833,0
GSM,645,3,10003,63043,0,28.327235,-15.433834,1305,82,1,1419934580,1548494389,0
GSM,645,3,10003,63113,0,28.328875,-15.447688,5051,333,1,1419934581,1549017778,0
GSM,645,3,700,3313,0,28.286361694336,-14.560317993164,1000,1,1,1419927589,1419927589,0
GSM,645,2,10122,32883,0,28.983308,-13.798829,2925,2,1,1419929686,1419929686,0
UMTS,645,1,3109,165014,0,28.320541,-15.508194,1000,9,1,1419915070,1419915070,0
UMTS,645,1,3109,161418,0,28.272629,-15.567164,1357,43,1,1419963533,1462800824,0
UMTS,645,1,1009,165014,0,28.331680297852,-15.49690246582,1000,2,1,1419914953,1419914953,0
UMTS,645,1,1009,103639,0,28.327560424805,-15.441970825195,1000,1,1,1419914394,1419914394,0
UMTS,645,1,1009,103947,0,28.326416,-15.442429,1000,6,1,1419963532,1464753013,0
UMTS,645,1,3109,165913,0,28.247051,-15.506516,2564,8,1,1419963533,1476853050,0
UMTS,645,1,3109,169088,0,28.267821,-15.569344,4545,4,1,1419963552,1491752330,0
UMTS,645,1,3108,161905,0,28.20671081543,-15.877304077148,1000,1,1,1419919707,1419919707,0
UMTS,645,1,3108,163415,0,28.122094,-16.217035,4952,78,1,1419933214,1419933214,0
UMTS,645,1,3108,163404,0,28.097565,-16.189724,4376,151,1,1419933682,1419933682,0
UMTS,645,1,3108,163413,0,28.12703,-16.218253,5539,48,1,1419933451,1419933451,0
UMTS,645,1,3108,161884,0,28.044667,-16.032095,62118,7,1,1419963582,1443195696,0
UMTS,645,2,103,68515,0,28.32962,-15.439568,1000,4,1,1419964372,1433627062,0
GSM,645,2,11108,2603,0,28.322772,-15.474716,4624,44,1,1419964373,1547346311,0
UMTS,645,2,103,66264,0,28.275771,-15.535552,10678,7,1,1419964373,1440069688,0
UMTS,645,2,103,125693,0,28.281853,-15.545361,11310,7,1,1419964373,1491285390,0
GSM,645,2,11108,2973,0,28.324696,-15.435845,3240,212,1,1419964372,1549515833,0
GSM,645,2,11102,2771,0,28.189222,-15.742197,1732,34,1,1419964392,1452060874,0
UMTS,645,2,103,66045,0,28.111161,-16.20509,5615,191,1,1419933668,1419933668,0
UMTS,645,2,103,66043,0,28.144782,-16.228736,1000,21,1,1419932684,1419932684,0
UMTS,645,2,103,66044,0,28.144913,-16.229004,1000,10,1,1419932480,1419932480,0
UMTS,645,2,103,66424,0,27.925547,-16.00385,74818,17,1,1419964437,1435981351,0
GSM,645,2,11102,3653,0,28.205879,-15.506811,63155,81,1,1419964466,1543826194,0
GSM,645,2,120,677,0,28.256149291992,-15.400772094727,1000,1,1,1419958084,1419958084,0
GSM,645,2,10109,2412,0,28.257293,-15.402458,1898,2000,1,1419978050,1550050769,0
GSM,645,2,10109,331,0,28.258341,-15.398309,1851,2000,1,1419978050,1550028798,0
GSM,645,1,150,8188,0,28.28682,-15.463486,1137,3,1,1419993260,1433832334,0
UMTS,645,2,103,65694,0,27.75198,-15.85722,1903,8,1,1420011637,1433291859,0
UMTS,645,2,103,68684,0,27.757187,-15.855789,1000,9,1,1420011637,1433291859,0
UMTS,645,2,103,68685,0,27.746953,-15.85337,1000,14,1,1420011637,1432995445,0
UMTS,645,2,103,67563,0,27.734299,-15.856552,1405,9,1,1420011637,1432995444,0
UMTS,645,2,103,68683,0,27.754349,-15.852585,1000,5,1,1419991566,1419991566,0
UMTS,645,2,103,67405,0,27.74025,-15.854874,1000,3,1,1419991697,1419991697,0
UMTS,645,2,103,67635,0,27.764315,-15.862003,3295,7,1,1420011637,1436008934,0
GSM,645,3,10008,62863,0,28.325651,-15.493106,5454,56,1,1420022759,1549339379,0
GSM,645,3,10008,63891,0,28.261131,-15.518267,4579,257,1,1420022759,1549607220,0
GSM,645,3,10041,42263,0,28.22663,-15.691231,14551,62,1,1420022759,1514344123,0
GSM,645,3,10041,43871,0,28.186465,-15.778886,2375,114,1,1420022759,1514935321,0
GSM,645,3,10003,62872,0,28.344121,-15.479409,9842,111,1,1420022759,1548243257,0
GSM,645,3,10008,32483,0,28.291975,-15.517191,4304,16,1,1420022759,1546693172,0
GSM,645,3,10330,10331,0,28.141479,-16.227905,1000,10,1,1419924680,1419924680,0
GSM,645,3,10041,43671,0,28.127768,-16.220439,3002,95,1,1419933369,1419933369,0
GSM,645,3,10041,42292,0,28.094965,-16.188395,22162,122,1,1420022772,1512156071,0
GSM,645,3,10041,42291,0,28.088756,-16.051255,36913,39,1,1420022772,1517709785,0
GSM,645,3,10041,42293,0,28.050402,-16.124016,13887,124,1,1420022772,1517739059,0
GSM,645,3,10041,41751,0,28.039025,-15.947627,50794,189,1,1420022781,1517710291,0
GSM,645,3,10041,42303,0,28.031366,-16.023319,16772,108,1,1420022781,1517739059,0
GSM,645,3,10041,42301,0,28.063006,-16.021202,14832,409,1,1420022789,1517739658,0
GSM,645,3,10041,43663,0,28.101526,-15.989812,31011,91,1,1420022789,1517739658,0
GSM,645,2,11102,2673,0,27.840038,-15.899437,15887,61,1,1420028701,1450328050,0
UMTS,645,1,3108,182698,0,27.765251,-15.868008,1000,13,1,1420032254,1461797259,0
UMTS,645,1,3108,182315,0,27.744186,-15.857895,3369,15,1,1420032252,1480510362,0
UMTS,645,3,10331,155201,0,28.459534,-14.434525,1000,10,1,1420035352,1489632445,0
UMTS,645,3,10331,164690,0,28.452187,-14.442043,1000,8,1,1420035352,1484781633,0
UMTS,645,3,10331,155090,0,28.447037,-14.4417,1000,8,1,1420035352,1488149301,0
UMTS,645,3,10331,155091,0,28.439255,-14.443863,1000,15,1,1420035352,1488149301,0
UMTS,645,3,10331,163110,0,28.45459,-14.462814,1000,2,1,1420035352,1429243478,0
UMTS,645,3,10331,155100,0,28.437424,-14.449081,1000,3,1,1420035352,1480510362,0
UMTS,645,3,10331,155101,0,28.428268,-14.450912,1000,6,1,1420035352,1480510362,0
UMTS,645,3,10331,164689,0,28.452942,-14.439743,1000,10,1,1420035352,1492039390,0
UMTS,645,3,10331,155039,0,28.43879699707,-14.45182800293,1000,1,1,1419678373,1419678373,0
UMTS,645,3,10331,163109,0,28.451157,-14.452744,1335,3,1,1420035352,1488848950,0
UMTS,645,3,10331,155041,0,28.428727,-14.465103,1832,3,1,1420035352,1487655783,0
UMTS,645,3,10331,164709,0,28.426895,-14.452744,1000,3,1,1419682721,1419682721,0
UMTS,645,2,112,162780,0,28.203964233398,-12.836837768555,1000,4,1,1420081730,1420081730,0
UMTS,645,2,112,184242,0,28.203964233398,-12.836837768555,1000,1,1,1420081670,1420081670,0
GSM,645,2,10122,30803,0,29.008725,-13.794718,8756,2,1,1420263644,1439202177,0
GSM,645,2,240,1444,0,27.770004272461,-12.536087036133,1000,1,1,1420248301,1420248301,0
GSM,645,2,10109,1765,0,28.257609,-15.396459,2635,1984,1,1420271250,1546487991,0
GSM,645,2,240,10872,0,27.954025268555,-12.595138549805,1000,1,1,1420253467,1420253467,0
GSM,645,1,245,11173,0,28.056824,-12.590716,27601,127,1,1420273826,1500421961,0
GSM,645,2,120,8467,0,28.256149291992,-15.402145385742,1000,2,1,1420381184,1420777115,0
GSM,645,1,420,11191,0,32.461165,-13.746972,14346,420,1,1420384045,1548824174,0
GSM,645,1,420,11192,0,32.459195,-13.749588,16786,285,1,1420384239,1548824174,0
GSM,645,1,420,11193,0,32.459844,-13.749763,22263,191,1,1420385554,1548666171,0
GSM,645,2,628,22361,0,25.258251,-14.870008,13672,4,1,1420425345,1476268230,0
UMTS,645,1,1009,95732,0,28.337773,-15.403192,2064,14,1,1420488033,1493825309,0
UMTS,645,1,1008,106259,0,28.298492,-15.41153,1000,6,1,1420488033,1458027446,0
UMTS,645,1,1008,104699,0,28.279246,-15.399024,1000,11,1,1420488033,1477472591,0
UMTS,645,1,1008,95952,0,28.303299,-15.409012,1000,3,1,1420488033,1428758617,0
UMTS,645,1,1008,95598,0,28.297348,-15.412445,1000,4,1,1420488033,1439075402,0
UMTS,645,1,3108,164113,0,28.128675,-14.986281,1953,51,1,1420488045,1444096665,0
UMTS,645,1,3108,106208,0,28.102449,-14.96036,2098,63,1,1420451651,1420451651,0
UMTS,645,1,3108,106207,0,28.081518,-14.920807,2874,74,1,1420451965,1420451965,0
UMTS,645,1,3108,164203,0,28.067874,-14.756757,4247,71,1,1420488045,1444806074,0
UMTS,645,1,3108,171764,0,28.088638,-14.714067,4145,92,1,1420488046,1476179778,0
UMTS,645,1,3108,171763,0,28.134762,-14.670272,3994,107,1,1420488046,1444806074,0
UMTS,645,1,3108,186195,0,28.407601,-14.486484,6652,69,1,1420488046,1494270133,0
UMTS,645,1,3108,186198,0,28.429398,-14.464553,4803,29,1,1420488046,1494270391,0
UMTS,645,1,3108,164305,0,28.399721,-14.497022,2588,11,1,1420455221,1420455221,0
UMTS,645,1,3108,164217,0,28.425135,-14.461026,2426,40,1,1420488046,1492540200,0
UMTS,645,1,3108,186188,0,28.435426,-14.44695,1624,52,1,1420488046,1494245566,0
UMTS,645,1,3108,164078,0,28.440088,-14.443581,1302,18,1,1420488046,1492540200,0
UMTS,645,1,3108,186186,0,28.441159,-14.443355,1000,19,1,1420488046,1494269243,0
UMTS,645,1,3108,164077,0,28.447531,-14.442882,1387,47,1,1420488046,1494270286,0
UMTS,645,1,3108,186187,0,28.445663,-14.44306,1000,13,1,1420488046,1486267366,0
UMTS,645,1,3108,164074,0,28.447058,-14.442922,1338,46,1,1420488046,1494271323,0
UMTS,645,1,3108,162315,0,28.536387,-14.320417,4543,17,1,1420488046,1492540200,0
UMTS,645,1,3108,164644,0,28.561257,-14.255773,10817,76,1,1420488046,1487177364,0
